campaign_id,start_date,end_date,duration_days,channel,segment,objective,product,region,ab_group,budget,impressions,clicks,ctr,conversions,cvr,revenue,roi,cpc,cpa,success
CAMP00161,2024-09-14,2024-10-11,27,SEO,Returning,Lead Generation,Fashion,South,A,414314,827120,223697,27.05,11883,5.31,30011228,7143.59,1.85,34.87,True
CAMP00162,2024-12-18,2025-01-16,29,Email,At-Risk,Conversion,Sports,East,A,343311,350464,67498,19.26,2659,3.94,9900667,2783.88,5.09,129.11,True
CAMP00163,2023-01-22,2023-03-15,52,Email,New Customers,Brand Awareness,Sports,West,B,495878,736564,211078,28.66,12372,5.86,49825657,9947.97,2.35,40.08,True
CAMP00164,2022-03-31,2022-05-04,34,Social Media,Returning,Conversion,Food & Beverage,South,A,450461,417800,69063,16.53,2029,2.94,9925784,2103.47,6.52,222.01,True
CAMP00165,2023-08-04,2023-09-29,56,SEO,New Customers,Lead Generation,Home & Living,North,B,167885,285435,91202,31.95,5724,6.28,5797294,3353.13,1.84,29.33,True
CAMP00166,2023-01-06,2023-02-21,46,PPC,Dormant,Conversion,Home & Living,South,A,303280,72614,24469,33.7,1531,6.26,4555358,1402.03,12.39,198.09,True
CAMP00167,2023-06-28,2023-08-22,55,Social Media,New Customers,Lead Generation,Home & Living,Central,B,326447,248742,56369,22.66,2270,4.03,9933894,2943.03,5.79,143.81,True
CAMP00168,2024-03-30,2024-05-21,52,Influencer,Dormant,Lead Generation,Sports,Central,B,390459,165939,25854,15.58,751,2.91,2217418,467.9,15.1,519.92,True
CAMP00169,2024-03-05,2024-04-07,33,SMS,Dormant,Brand Awareness,Fashion,South,A,482913,1201677,322723,26.86,10978,3.4,22403094,4539.16,1.5,43.99,True
CAMP00170,2022-04-13,2022-06-02,50,Social Media,Premium,Conversion,Beauty,East,A,321782,296159,47872,16.16,1375,2.87,3543386,1001.18,6.72,234.02,True
CAMP00171,2023-03-16,2023-05-03,48,Email,New Customers,Conversion,Electronics,West,A,332204,383849,90586,23.6,4372,4.83,18222639,5385.38,3.67,75.98,True
CAMP00172,2024-07-17,2024-08-04,18,PPC,Premium,Lead Generation,Electronics,West,B,375409,94494,43260,45.78,3678,8.5,7928787,2012.04,8.68,102.07,True
CAMP00173,2023-02-26,2023-03-08,10,Social Media,New Customers,Lead Generation,Beauty,Central,A,363814,350012,64760,18.5,2130,3.29,4817773,1224.24,5.62,170.8,True
CAMP00174,2023-03-01,2023-03-24,23,Social Media,Premium,Brand Awareness,Food & Beverage,West,A,298219,246624,46287,18.77,1544,3.34,1222602,309.97,6.44,193.15,True
CAMP00175,2023-10-22,2023-11-16,25,PPC,Returning,Conversion,Food & Beverage,South,B,254145,60328,21066,34.92,1366,6.49,2737562,977.17,12.06,186.05,True
CAMP00176,2022-12-26,2023-02-03,39,Influencer,Premium,Retention,Beauty,Central,A,53414,18977,2930,15.44,84,2.88,320080,499.24,18.23,635.88,True
CAMP00177,2022-07-15,2022-08-05,21,SMS,Dormant,Conversion,Electronics,West,A,210853,598780,173373,28.95,6358,3.67,19540837,9167.52,1.22,33.16,True
CAMP00178,2022-01-27,2022-03-19,51,PPC,New Customers,Lead Generation,Fashion,East,A,351858,117806,44727,37.97,3153,7.05,2372987,574.42,7.87,111.59,True
CAMP00179,2023-05-17,2023-05-28,11,Influencer,New Customers,Lead Generation,Sports,West,B,355949,149850,22358,14.92,622,2.79,2841053,698.16,15.92,572.27,True
CAMP00180,2023-03-13,2023-04-08,26,Content Marketing,At-Risk,Brand Awareness,Electronics,West,A,331908,654216,68354,10.45,1309,1.92,990580,198.45,4.86,253.56,True
CAMP00181,2024-04-11,2024-05-29,48,Social Media,New Customers,Lead Generation,Home & Living,South,A,423946,320522,51746,16.14,1485,2.87,6443271,1419.83,8.19,285.49,True
CAMP00182,2024-04-25,2024-05-07,12,Email,Premium,Conversion,Sports,West,A,450918,455838,105212,23.08,4967,4.72,24016810,5226.2,4.29,90.78,True
CAMP00183,2024-12-08,2024-12-19,11,PPC,Dormant,Brand Awareness,Home & Living,North,A,330545,83036,29632,35.69,1963,6.63,5079647,1436.75,11.16,168.39,True
CAMP00184,2022-09-04,2022-10-22,48,SMS,Premium,Lead Generation,Electronics,North,A,53531,143664,43682,30.41,1682,3.85,8262531,15335.04,1.23,31.83,True
CAMP00185,2022-03-31,2022-04-12,12,Email,Returning,Conversion,Food & Beverage,North,B,424990,516071,116502,22.57,5379,4.62,18766500,4315.75,3.65,79.01,True
CAMP00186,2022-11-15,2023-01-07,53,Email,New Customers,Retention,Beauty,Central,B,261126,366412,91568,24.99,4680,5.11,3434205,1215.15,2.85,55.8,True
CAMP00187,2024-04-08,2024-05-06,28,Influencer,New Customers,Lead Generation,Home & Living,South,A,18793,6393,1004,15.72,29,2.93,35591,89.38,18.72,648.03,False
CAMP00188,2023-08-29,2023-09-07,9,Social Media,Dormant,Conversion,Home & Living,South,B,455517,385473,79740,20.69,2932,3.68,2857619,527.34,5.71,155.36,True
CAMP00189,2022-08-12,2022-08-28,16,SEO,At-Risk,Lead Generation,Beauty,Central,B,56077,105724,36672,34.69,2498,6.81,4356481,7668.75,1.53,22.45,True
CAMP00190,2024-02-02,2024-02-20,18,Social Media,Premium,Brand Awareness,Food & Beverage,South,A,91356,79585,13736,17.26,421,3.07,1910219,1990.96,6.65,217.0,True
CAMP00191,2022-12-09,2023-01-14,36,Email,Returning,Conversion,Sports,West,B,311496,324495,91515,28.2,5279,5.77,21729503,6875.85,3.4,59.01,True
CAMP00192,2022-12-20,2023-01-23,34,PPC,Dormant,Lead Generation,Sports,Central,B,442144,122662,44368,36.17,2980,6.72,1659066,275.23,9.97,148.37,True
CAMP00193,2024-03-11,2024-04-14,34,PPC,Returning,Conversion,Fashion,South,A,430506,138699,49138,35.43,3233,6.58,11949467,2675.68,8.76,133.16,True
CAMP00194,2023-06-26,2023-07-05,9,Social Media,Returning,Retention,Home & Living,North,A,441112,371333,61713,16.62,1823,2.95,1838029,316.68,7.15,241.97,True
CAMP00195,2022-07-29,2022-08-15,17,Email,Premium,Lead Generation,Fashion,North,B,329062,431223,104267,24.18,5156,4.95,22101266,6616.44,3.16,63.82,True
CAMP00196,2022-12-22,2023-02-06,46,PPC,Dormant,Conversion,Home & Living,Central,B,11870,3637,1317,36.23,88,6.73,303491,2456.79,9.01,134.89,True
CAMP00197,2022-08-25,2022-09-15,21,SMS,New Customers,Brand Awareness,Beauty,West,B,114195,232180,75390,32.47,3100,4.11,10661620,9236.33,1.51,36.84,True
CAMP00198,2022-10-13,2022-11-21,39,Content Marketing,At-Risk,Retention,Beauty,West,B,438371,584549,72659,12.43,1655,2.28,3730233,750.93,6.03,264.88,True
CAMP00199,2024-05-28,2024-06-23,26,Social Media,New Customers,Lead Generation,Food & Beverage,East,A,18820,15190,2346,15.45,64,2.75,310278,1548.66,8.02,294.06,True
CAMP00200,2024-07-08,2024-08-28,51,Email,Premium,Upsell,Beauty,South,B,481777,656823,156442,23.82,7621,4.87,32254175,6594.83,3.08,63.22,True
CAMP00201,2022-04-16,2022-05-22,36,Social Media,At-Risk,Brand Awareness,Food & Beverage,Central,B,32600,27896,5399,19.36,185,3.44,778925,2289.34,6.04,176.22,True
CAMP00202,2024-08-18,2024-08-26,8,Email,New Customers,Conversion,Electronics,West,A,337224,437248,107515,24.59,5407,5.03,7212861,2038.89,3.14,62.37,True
CAMP00203,2024-12-26,2025-02-20,56,Email,New Customers,Retention,Food & Beverage,West,B,290941,386780,90583,23.42,4339,4.79,6469509,2123.65,3.21,67.05,True
CAMP00204,2022-03-12,2022-04-19,38,PPC,Premium,Conversion,Electronics,West,B,290168,83483,32900,39.41,2407,7.32,4636506,1497.87,8.82,120.55,True
CAMP00205,2023-10-27,2023-12-23,57,Social Media,At-Risk,Conversion,Fashion,West,A,228170,212107,39778,18.75,1326,3.33,4699236,1959.53,5.74,172.07,True
CAMP00206,2023-10-20,2023-12-06,47,Email,New Customers,Retention,Beauty,West,B,258070,339891,74923,22.04,3378,4.51,5556006,2052.91,3.44,76.4,True
CAMP00207,2023-05-09,2023-06-29,51,Social Media,Returning,Brand Awareness,Beauty,West,A,246200,180226,33518,18.6,1108,3.31,1953486,693.45,7.35,222.2,True
CAMP00208,2022-02-10,2022-03-21,39,Email,Returning,Brand Awareness,Food & Beverage,North,A,176041,246684,55443,22.48,2548,4.6,7152248,3962.83,3.18,69.09,True
CAMP00209,2022-05-05,2022-07-01,57,Social Media,Dormant,Lead Generation,Sports,North,B,441132,378605,67313,17.78,2127,3.16,7528284,1606.58,6.55,207.4,True
CAMP00210,2024-03-10,2024-03-24,14,Email,Returning,Upsell,Sports,North,A,454729,617074,140150,22.71,6510,4.65,12318073,2608.88,3.24,69.85,True
CAMP00211,2024-02-25,2024-04-18,53,Influencer,Dormant,Retention,Electronics,East,A,39167,16317,2584,15.84,76,2.96,77154,96.99,15.16,515.36,False
CAMP00212,2024-09-12,2024-09-30,18,Social Media,Returning,Lead Generation,Beauty,West,B,49288,38687,9069,23.44,377,4.17,1322733,2583.68,5.43,130.74,True
CAMP00213,2022-05-07,2022-06-21,45,SEO,Returning,Conversion,Fashion,South,A,438112,954724,236892,24.81,11545,4.87,52657205,11919.12,1.85,37.95,True
CAMP00214,2022-11-20,2022-11-27,7,Email,Returning,Brand Awareness,Electronics,North,A,51352,61606,15220,24.71,769,5.05,3180662,6093.84,3.37,66.78,True
CAMP00215,2024-07-21,2024-09-01,42,Email,Returning,Retention,Food & Beverage,West,A,339753,386533,80096,20.72,3394,4.24,13747170,3946.22,4.24,100.1,True
CAMP00216,2023-04-17,2023-06-02,46,Social Media,At-Risk,Retention,Home & Living,West,B,445929,299115,59503,19.89,2104,3.54,1311615,194.13,7.49,211.94,True
CAMP00217,2022-02-19,2022-02-26,7,Social Media,Returning,Conversion,Home & Living,Central,B,179479,128893,22882,17.75,722,3.16,2459276,1270.23,7.84,248.59,True
CAMP00218,2024-01-12,2024-01-23,11,PPC,Returning,Brand Awareness,Food & Beverage,East,A,270231,87762,31455,35.84,2093,6.66,6317925,2237.97,8.59,129.11,True
CAMP00219,2022-05-29,2022-06-30,32,Email,New Customers,Upsell,Food & Beverage,East,B,29108,29558,7226,24.45,361,5.0,440460,1413.19,4.03,80.63,True
CAMP00220,2022-05-08,2022-06-25,48,Email,Premium,Conversion,Food & Beverage,South,B,193653,239549,59590,24.88,3032,5.09,15089842,7692.21,3.25,63.87,True
CAMP00221,2024-11-28,2024-12-26,28,PPC,New Customers,Conversion,Food & Beverage,West,A,275289,67772,24102,35.56,1591,6.6,4673835,1597.79,11.42,173.03,True
CAMP00222,2022-08-02,2022-09-26,55,SEO,At-Risk,Lead Generation,Fashion,South,A,258648,554000,142789,25.77,7229,5.06,30637212,11745.14,1.81,35.78,True
CAMP00223,2024-06-13,2024-07-25,42,PPC,New Customers,Conversion,Sports,East,A,206871,70781,27599,38.99,1998,7.24,6604042,3092.35,7.5,103.54,True
CAMP00224,2024-02-18,2024-03-14,25,PPC,Premium,Lead Generation,Sports,West,B,74862,22184,9194,41.45,707,7.7,1478035,1874.35,8.14,105.89,True
CAMP00225,2022-10-29,2022-12-20,52,Social Media,New Customers,Conversion,Home & Living,Central,B,26886,26613,6251,23.49,261,4.18,732903,2625.97,4.3,103.01,True
CAMP00226,2022-08-11,2022-09-10,30,Email,Premium,Conversion,Fashion,West,A,226199,294709,72980,24.76,3696,5.07,7873242,3380.67,3.1,61.2,True
CAMP00227,2023-10-10,2023-10-23,13,SEO,At-Risk,Conversion,Home & Living,East,B,478463,842276,239421,28.43,13368,5.58,58054936,12033.63,2.0,35.79,True
CAMP00228,2023-07-13,2023-09-03,52,Social Media,At-Risk,Retention,Beauty,East,A,118165,107688,20910,19.42,721,3.45,3375475,2756.58,5.65,163.89,True
CAMP00229,2024-05-30,2024-06-29,30,Email,At-Risk,Conversion,Food & Beverage,Central,A,369195,466769,111727,23.94,5470,4.9,27117290,7244.98,3.3,67.49,True
CAMP00230,2024-07-02,2024-07-09,7,Email,Dormant,Brand Awareness,Food & Beverage,East,B,43824,43948,12576,28.62,736,5.85,3090221,6951.44,3.48,59.54,True
CAMP00231,2023-03-23,2023-04-28,36,Influencer,At-Risk,Conversion,Electronics,South,A,22004,8119,1235,15.22,35,2.84,117054,431.97,17.82,628.69,False
CAMP00232,2024-01-17,2024-02-09,23,PPC,Premium,Brand Awareness,Beauty,East,B,255305,81537,34857,42.75,2767,7.94,2008889,686.86,7.32,92.27,True
CAMP00233,2024-05-29,2024-06-18,20,Email,Returning,Lead Generation,Home & Living,South,A,84641,95905,18073,18.85,696,3.85,2174762,2469.4,4.68,121.61,True
CAMP00234,2023-04-01,2023-05-02,31,Influencer,Returning,Lead Generation,Sports,Central,A,70231,32459,4873,15.01,136,2.8,343002,388.39,14.41,516.4,True
CAMP00235,2024-06-19,2024-07-19,30,PPC,Premium,Brand Awareness,Fashion,South,B,152085,44552,15887,35.66,1052,6.62,4866091,3099.59,9.57,144.57,True
CAMP00236,2024-03-01,2024-04-17,47,SEO,Returning,Brand Awareness,Fashion,South,B,376836,698680,191237,27.37,10281,5.38,28787634,7539.3,1.97,36.65,True
CAMP00237,2024-10-26,2024-11-30,35,Email,New Customers,Conversion,Fashion,North,A,466134,658813,128847,19.56,5154,4.0,15680682,3263.99,3.62,90.44,True
CAMP00238,2023-02-18,2023-03-08,18,Influencer,Returning,Upsell,Beauty,Central,A,340818,115388,14931,12.94,360,2.42,1094699,221.2,22.83,946.72,True
CAMP00239,2022-07-20,2022-08-19,30,Content Marketing,At-Risk,Conversion,Sports,Central,B,382908,753249,110264,14.64,2959,2.68,5448214,1322.85,3.47,129.4,True
CAMP00240,2024-11-13,2024-12-17,34,Email,At-Risk,Conversion,Fashion,North,A,434251,537595,104467,19.43,4152,3.97,13929580,3107.73,4.16,104.59,True
CAMP00241,2023-04-01,2023-04-09,8,Influencer,New Customers,Retention,Sports,South,B,113877,48417,8282,17.11,264,3.19,1177626,934.12,13.75,431.35,True
CAMP00242,2023-12-15,2024-01-08,24,Email,Premium,Conversion,Fashion,North,A,371177,552050,105135,19.04,4095,3.9,14618627,3838.45,3.53,90.64,True
CAMP00243,2024-06-20,2024-07-06,16,Social Media,Returning,Brand Awareness,Beauty,East,B,276464,193512,42316,21.87,1645,3.89,2613082,845.18,6.53,168.06,True
CAMP00244,2024-03-17,2024-04-30,44,Content Marketing,At-Risk,Conversion,Food & Beverage,South,A,270159,467398,47841,10.24,897,1.88,2321820,759.43,5.65,301.18,True
CAMP00245,2022-08-29,2022-10-02,34,SMS,Returning,Conversion,Home & Living,West,A,488246,1037791,266219,25.65,8650,3.25,34303408,6925.85,1.83,56.44,True
CAMP00246,2023-07-22,2023-09-18,58,Influencer,New Customers,Lead Generation,Sports,North,B,324511,133472,23494,17.6,771,3.29,2685803,727.65,13.81,420.9,True
CAMP00247,2022-11-15,2023-01-05,51,PPC,At-Risk,Conversion,Beauty,North,B,205022,53959,18888,35.01,1227,6.5,1873701,813.9,10.85,167.09,True
CAMP00248,2024-12-20,2024-12-31,11,Email,Returning,Conversion,Home & Living,South,B,270061,357960,94492,26.4,5102,5.4,15437738,5616.39,2.86,52.93,True
CAMP00249,2024-05-05,2024-06-25,51,Influencer,New Customers,Conversion,Fashion,North,B,145356,69344,12059,17.39,391,3.25,1790347,1131.7,12.05,371.75,True
CAMP00250,2022-03-08,2022-04-29,52,Email,Premium,Retention,Home & Living,West,B,40479,43460,9371,21.56,413,4.41,1379068,3306.87,4.32,98.01,True
CAMP00251,2023-07-03,2023-07-30,27,Social Media,New Customers,Upsell,Beauty,South,A,481531,420682,85460,20.31,3086,3.61,12108984,2414.68,5.63,156.04,True
CAMP00252,2024-09-09,2024-10-29,50,PPC,New Customers,Conversion,Beauty,Central,A,423388,144251,54927,38.08,3884,7.07,16864452,3883.21,7.71,109.01,True
CAMP00253,2024-02-19,2024-03-22,32,Email,Dormant,Brand Awareness,Beauty,West,B,266044,295191,73763,24.99,3770,5.11,17482407,6471.25,3.61,70.57,True
CAMP00254,2024-03-12,2024-04-21,40,Email,New Customers,Brand Awareness,Food & Beverage,West,B,352172,421762,121203,28.74,7124,5.88,34563774,9714.46,2.91,49.43,True
CAMP00255,2024-05-05,2024-05-31,26,Social Media,At-Risk,Retention,Home & Living,North,A,286891,265051,47693,17.99,1525,3.2,845557,194.73,6.02,188.13,True
CAMP00256,2024-06-03,2024-07-19,46,Email,Returning,Upsell,Fashion,East,A,425540,580619,112231,19.33,4437,3.95,10778178,2432.82,3.79,95.91,True
CAMP00257,2023-03-12,2023-04-14,33,Email,Returning,Conversion,Fashion,West,A,477875,596071,131636,22.08,5946,4.52,15857815,3218.4,3.63,80.37,True
CAMP00258,2022-10-29,2022-11-21,23,PPC,New Customers,Brand Awareness,Beauty,North,A,395899,101847,36331,35.67,2406,6.62,5085329,1184.5,10.9,164.55,True
CAMP00259,2023-07-09,2023-07-26,17,SEO,New Customers,Brand Awareness,Sports,West,A,378368,674613,214750,31.83,13428,6.25,15667799,4040.89,1.76,28.18,True
CAMP00260,2022-12-24,2023-02-19,57,SEO,New Customers,Lead Generation,Beauty,East,A,148423,279397,87480,31.31,5380,6.15,25603712,17150.5,1.7,27.59,True
CAMP00261,2022-08-13,2022-09-17,35,Content Marketing,Returning,Retention,Fashion,West,A,135101,206767,25510,12.34,577,2.26,373690,176.6,5.3,234.14,True
CAMP00262,2022-04-15,2022-05-18,33,PPC,Returning,Lead Generation,Beauty,Central,A,419554,111826,41412,37.03,2848,6.88,11306710,2594.94,10.13,147.32,True
CAMP00263,2022-02-11,2022-04-11,59,SEO,New Customers,Retention,Sports,West,A,385117,616190,168214,27.3,9020,5.36,25718688,6578.15,2.29,42.7,True
CAMP00264,2022-09-10,2022-11-06,57,Email,Dormant,Lead Generation,Food & Beverage,Central,A,35431,38816,8052,20.75,341,4.24,1293331,3550.28,4.4,103.9,True
CAMP00265,2024-06-14,2024-08-07,54,PPC,Returning,Retention,Fashion,South,B,410221,102279,39573,38.69,2843,7.19,12960471,3059.39,10.37,144.29,True
CAMP00266,2023-02-21,2023-03-30,37,Influencer,Dormant,Retention,Sports,Central,A,379376,122655,17123,13.96,446,2.61,1261815,232.6,22.16,850.62,True
CAMP00267,2023-11-24,2023-12-21,27,Social Media,Premium,Conversion,Electronics,West,B,284444,263654,57989,21.99,2267,3.91,2889068,915.69,4.91,125.47,True
CAMP00268,2022-05-18,2022-06-10,23,SMS,Returning,Brand Awareness,Beauty,North,A,25120,51543,13802,26.78,468,3.39,683406,2620.57,1.82,53.68,True
CAMP00269,2023-04-22,2023-04-29,7,SEO,New Customers,Brand Awareness,Electronics,West,B,162872,323463,104363,32.26,6614,6.34,14832342,9006.75,1.56,24.63,True
CAMP00270,2024-07-12,2024-07-22,10,Content Marketing,New Customers,Retention,Beauty,South,B,283900,473372,69366,14.65,1863,2.69,5410724,1805.86,4.09,152.39,True
CAMP00271,2024-02-22,2024-03-18,25,PPC,Returning,Lead Generation,Food & Beverage,Central,B,204311,49775,22229,44.66,1843,8.29,2225845,989.44,9.19,110.86,True
CAMP00272,2022-10-02,2022-10-11,9,Social Media,New Customers,Retention,Beauty,North,B,426833,424258,91193,21.49,3484,3.82,5622462,1217.25,4.68,122.51,True
CAMP00273,2023-03-27,2023-04-08,12,Email,New Customers,Brand Awareness,Sports,East,A,173684,237313,50713,21.37,2216,4.37,1789618,930.39,3.42,78.38,True
CAMP00274,2022-08-13,2022-09-27,45,Influencer,New Customers,Lead Generation,Beauty,Central,A,472779,199833,31516,15.77,927,2.94,3101065,555.92,15.0,510.01,True
CAMP00275,2024-10-27,2024-12-13,47,Email,Returning,Retention,Home & Living,Central,A,490380,506930,112150,22.12,5075,4.53,6633740,1252.78,4.37,96.63,True
CAMP00276,2023-04-08,2023-05-11,33,SMS,New Customers,Lead Generation,Sports,South,B,264655,548905,195364,35.59,8807,4.51,24884660,9302.68,1.35,30.05,True
CAMP00277,2022-03-26,2022-04-30,35,SEO,Premium,Conversion,Food & Beverage,South,B,463505,766946,241798,31.53,14974,6.19,54371921,11630.6,1.92,30.95,True
CAMP00278,2023-02-13,2023-03-18,33,Social Media,New Customers,Conversion,Sports,South,B,341252,307880,65834,21.38,2502,3.8,4774024,1298.97,5.18,136.39,True
CAMP00279,2022-06-19,2022-07-10,21,Social Media,Premium,Retention,Electronics,East,A,114411,112086,17189,15.34,468,2.73,1860465,1526.12,6.66,244.47,True
CAMP00280,2024-10-22,2024-11-06,15,PPC,Returning,Brand Awareness,Electronics,North,A,230624,77953,26457,33.94,1667,6.3,7133271,2993.03,8.72,138.35,True
CAMP00281,2023-04-20,2023-05-31,41,Email,Premium,Upsell,Electronics,South,A,446127,464931,111711,24.03,5490,4.91,24023901,5284.99,3.99,81.26,True
CAMP00282,2023-11-30,2024-01-17,48,Influencer,Returning,Lead Generation,Beauty,West,B,353425,124633,22492,18.05,757,3.37,3166275,795.88,15.71,466.88,True
CAMP00283,2022-03-26,2022-05-05,40,Email,Dormant,Brand Awareness,Electronics,North,A,40637,49961,11758,23.54,566,4.81,1828345,4399.21,3.46,71.8,True
CAMP00284,2024-06-20,2024-07-09,19,SEO,New Customers,Upsell,Fashion,South,B,395517,758585,245261,32.33,15576,6.35,25546310,6358.97,1.61,25.39,True
CAMP00285,2024-05-25,2024-07-09,45,SMS,New Customers,Retention,Electronics,North,A,141738,335699,112654,33.56,4788,4.25,16753612,11720.13,1.26,29.6,True
CAMP00286,2023-04-14,2023-05-26,42,Influencer,Returning,Conversion,Beauty,East,B,272162,93379,17480,18.72,610,3.49,1456224,435.06,15.57,446.17,True
CAMP00287,2023-03-23,2023-05-11,49,PPC,At-Risk,Conversion,Sports,West,B,250636,83844,29752,35.49,1960,6.59,7722367,2981.11,8.42,127.88,True
CAMP00288,2022-03-19,2022-04-04,16,Social Media,Premium,Lead Generation,Food & Beverage,Central,A,471840,432013,82907,19.19,2828,3.41,11931887,2428.8,5.69,166.85,True
CAMP00289,2023-08-29,2023-09-29,31,Social Media,At-Risk,Brand Awareness,Home & Living,West,A,184874,145051,28682,19.77,1008,3.52,4084232,2109.2,6.45,183.41,True
CAMP00290,2022-10-25,2022-11-16,22,Social Media,Dormant,Upsell,Home & Living,South,A,439396,307953,53647,17.42,1661,3.1,4966672,1030.34,8.19,264.54,True
CAMP00291,2023-05-21,2023-06-26,36,PPC,New Customers,Retention,Fashion,North,A,225213,67191,21120,31.43,1232,5.84,4350690,1831.81,10.66,182.8,True
CAMP00292,2024-08-02,2024-09-14,43,Email,Premium,Lead Generation,Sports,North,B,368876,463849,105431,22.73,4901,4.65,4293249,1063.87,3.5,75.27,True
CAMP00293,2022-04-26,2022-06-07,42,Email,New Customers,Retention,Food & Beverage,South,A,68023,75229,15611,20.75,662,4.24,828287,1117.66,4.36,102.75,True
CAMP00294,2024-12-15,2024-12-30,15,Email,New Customers,Lead Generation,Food & Beverage,West,B,213729,259567,66476,25.61,3482,5.24,12653358,5820.28,3.22,61.38,True
CAMP00295,2023-11-23,2024-01-16,54,SEO,New Customers,Conversion,Beauty,Central,B,473105,1020630,328219,32.16,20733,6.32,97425871,20492.86,1.44,22.82,True
