date,category,region,sales,units_sold,discount,profit
2021-01-26,Clothing,South,7924,14,0.08,1067.78
2021-01-26,Clothing,East,7684,31,0.06,986.58
2021-01-26,Clothing,West,8767,25,0.11,2189.69
2021-01-26,Grocery,North,18106,53,0.21,3517.23
2021-01-26,Grocery,South,16825,28,0.16,2107.38
2021-01-26,Grocery,East,12226,25,0.02,1650.22
2021-01-26,Grocery,West,17246,31,0.06,4611.72
2021-01-26,Furniture,North,5883,12,0.13,947.53
2021-01-26,Furniture,South,4461,15,0.01,717.28
2021-01-26,Furniture,East,4685,8,0.19,1207.28
2021-01-26,Furniture,West,5325,11,0.07,1498.66
2021-01-26,Sports,North,6955,28,0.11,1335.86
2021-01-26,Sports,South,6911,12,0.14,1216.89
2021-01-26,Sports,East,5168,10,0.23,806.25
2021-01-26,Sports,West,6254,11,0.07,1764.59
2021-01-27,Electronics,North,13980,67,0.24,3429.77
2021-01-27,Electronics,South,12590,39,0.21,1967.87
2021-01-27,Electronics,East,11117,46,0.06,1139.28
2021-01-27,Electronics,West,14452,37,0.08,3174.69
2021-01-27,Clothing,North,8058,16,0.01,2260.91
2021-01-27,Clothing,South,7316,13,0.17,1599.6
2021-01-27,Clothing,East,7139,13,0.01,1546.03
2021-01-27,Clothing,West,8286,13,0.21,1692.74
2021-01-27,Grocery,North,15275,64,0.23,3571.91
2021-01-27,Grocery,South,15286,28,0.22,3276.62
2021-01-27,Grocery,East,10580,32,0.11,2695.53
2021-01-27,Grocery,West,16604,37,0.22,3132.78
2021-01-27,Furniture,North,6209,14,0.18,915.74
2021-01-27,Furniture,South,5525,13,0.03,977.39
2021-01-27,Furniture,East,5281,9,0.15,1313.48
2021-01-27,Furniture,West,5176,12,0.16,591.03
2021-01-27,Sports,North,6207,15,0.01,794.53
2021-01-27,Sports,South,5366,17,0.24,892.2
2021-01-27,Sports,East,4792,10,0.07,677.58
2021-01-27,Sports,West,6258,15,0.0,635.39
2021-01-28,Electronics,North,12873,24,0.14,2607.21
2021-01-28,Electronics,South,11277,35,0.23,2023.13
2021-01-28,Electronics,East,10984,44,0.09,2213.08
2021-01-28,Electronics,West,11842,21,0.12,2847.43
2021-01-28,Clothing,North,8301,22,0.1,2336.92
2021-01-28,Clothing,South,7031,14,0.15,1138.14
2021-01-28,Clothing,East,6921,22,0.01,1527.87
2021-01-28,Clothing,West,8498,17,0.03,1502.17
2021-01-28,Grocery,North,13659,54,0.1,3417.97
2021-01-28,Grocery,South,14137,61,0.02,2416.78
2021-01-28,Grocery,East,13682,29,0.09,2992.69
2021-01-28,Grocery,West,16306,79,0.16,4609.01
2021-01-28,Furniture,North,5919,12,0.03,1660.22
2021-01-28,Furniture,South,5114,22,0.13,656.78
2021-01-28,Furniture,East,4488,14,0.12,966.89
2021-01-28,Furniture,West,5162,23,0.03,1092.94
2021-01-28,Sports,North,7268,15,0.21,1733.41
2021-01-28,Sports,South,5584,15,0.17,865.95
2021-01-28,Sports,East,5832,15,0.2,1542.47
2021-01-28,Sports,West,5962,10,0.23,1110.11
2021-01-29,Electronics,North,14037,40,0.15,3384.56
2021-01-29,Electronics,South,10321,21,0.09,1376.53
2021-01-29,Electronics,East,9844,17,0.09,1288.5
2021-01-29,Electronics,West,12383,58,0.16,2815.65
2021-01-29,Clothing,North,8404,23,0.08,1978.5
2021-01-29,Clothing,South,7866,17,0.09,1129.39
2021-01-29,Clothing,East,7184,15,0.04,1416.1
2021-01-29,Clothing,West,8588,40,0.13,2514.6
2021-01-29,Grocery,North,15923,74,0.1,2101.92
2021-01-29,Grocery,South,14868,71,0.19,2850.26
2021-01-29,Grocery,East,14105,57,0.24,2296.2
2021-01-29,Grocery,West,15377,27,0.15,4080.16
2021-01-29,Furniture,North,5452,15,0.09,1135.55
2021-01-29,Furniture,South,5179,19,0.14,1079.0
2021-01-29,Furniture,East,4729,12,0.08,718.18
2021-01-29,Furniture,West,5460,19,0.01,919.95
2021-01-29,Sports,North,5554,12,0.03,1048.64
2021-01-29,Sports,South,6358,14,0.12,1146.7
2021-01-29,Sports,East,5875,13,0.05,1051.79
2021-01-29,Sports,West,7287,33,0.12,1520.1
2021-01-30,Electronics,North,16834,40,0.22,2123.28
2021-01-30,Electronics,South,15561,30,0.03,4027.84
2021-01-30,Electronics,East,14171,24,0.04,2728.42
2021-01-30,Electronics,West,15284,25,0.12,4168.09
2021-01-30,Clothing,North,9439,30,0.05,2382.02
2021-01-30,Clothing,South,11009,31,0.13,2184.9
2021-01-30,Clothing,East,9760,16,0.1,2591.32
2021-01-30,Clothing,West,10687,21,0.14,3112.16
2021-01-30,Grocery,North,20299,37,0.11,5468.42
2021-01-30,Grocery,South,18523,33,0.02,5125.18
2021-01-30,Grocery,East,17676,39,0.23,1835.18
2021-01-30,Grocery,West,15056,38,0.17,3681.82
2021-01-30,Furniture,North,6449,20,0.09,1682.46
2021-01-30,Furniture,South,6453,20,0.05,1880.98
2021-01-30,Furniture,East,6053,19,0.0,1498.56
2021-01-30,Furniture,West,6831,12,0.19,878.26
2021-01-30,Sports,North,8778,18,0.19,2362.9
2021-01-30,Sports,South,7952,17,0.02,1570.72
2021-01-30,Sports,East,6661,18,0.02,1130.8
2021-01-30,Sports,West,7405,30,0.2,2144.03
2021-01-31,Electronics,North,14000,60,0.13,3624.64
2021-01-31,Electronics,South,15255,31,0.01,1747.92
2021-01-31,Electronics,East,11763,40,0.07,3066.57
2021-01-31,Electronics,West,14788,25,0.1,4158.71
2021-01-31,Clothing,North,10767,37,0.16,3184.84
2021-01-31,Clothing,South,8396,19,0.09,1927.42
2021-01-31,Clothing,East,6825,15,0.16,780.47
2021-01-31,Clothing,West,10654,22,0.06,2586.69
2021-01-31,Grocery,North,21410,50,0.13,2752.79
2021-01-31,Grocery,South,19508,38,0.07,3888.71
2021-01-31,Grocery,East,15937,35,0.01,3979.93
2021-01-31,Grocery,West,19042,58,0.0,3850.78
2021-01-31,Furniture,North,6694,12,0.0,999.85
2021-01-31,Furniture,South,6327,12,0.08,761.63
2021-01-31,Furniture,East,5019,9,0.08,1293.83
2021-01-31,Furniture,West,6132,11,0.11,1729.15
2021-01-31,Sports,North,8507,36,0.17,1690.88
2021-01-31,Sports,South,7438,20,0.16,1790.86
2021-01-31,Sports,East,7271,12,0.19,2109.71
2021-01-31,Sports,West,8653,17,0.07,1047.64
2021-02-01,Electronics,North,13850,63,0.09,4035.34
2021-02-01,Electronics,South,13155,32,0.11,2519.71
2021-02-01,Electronics,East,10324,29,0.01,2617.27
2021-02-01,Electronics,West,11369,31,0.21,3070.42
2021-02-01,Clothing,North,9238,23,0.22,1322.4
2021-02-01,Clothing,South,7271,15,0.15,1156.53
2021-02-01,Clothing,East,7416,14,0.08,1698.02
2021-02-01,Clothing,West,7793,21,0.18,1089.8
2021-02-01,Grocery,North,16066,46,0.01,1964.91
2021-02-01,Grocery,South,15723,38,0.07,4199.55
2021-02-01,Grocery,East,13253,33,0.1,2732.6
2021-02-01,Grocery,West,14497,33,0.0,2795.3
2021-02-01,Furniture,North,5509,11,0.08,1403.68
2021-02-01,Furniture,South,5218,10,0.13,1540.37
2021-02-01,Furniture,East,4742,19,0.07,490.85
2021-02-01,Furniture,West,5498,17,0.19,1119.35
2021-02-01,Sports,North,5945,29,0.07,1363.14
2021-02-01,Sports,South,5295,8,0.21,554.49
2021-02-01,Sports,East,5474,10,0.11,983.14
2021-02-01,Sports,West,6422,19,0.02,935.35
2021-02-02,Electronics,North,13090,26,0.12,1460.44
2021-02-02,Electronics,South,10422,17,0.24,2678.85
2021-02-02,Electronics,East,10818,18,0.02,1872.99
2021-02-02,Electronics,West,12832,44,0.05,1644.56
2021-02-02,Clothing,North,9702,22,0.04,2544.1
2021-02-02,Clothing,South,8356,18,0.1,1962.21
2021-02-02,Clothing,East,6732,11,0.07,1305.99
2021-02-02,Clothing,West,7554,13,0.18,849.38
2021-02-02,Grocery,North,15397,60,0.24,3170.73
2021-02-02,Grocery,South,17507,58,0.13,4130.32
2021-02-02,Grocery,East,13294,25,0.11,2782.64
2021-02-02,Grocery,West,15299,41,0.01,2037.06
2021-02-02,Furniture,North,4873,22,0.21,1443.57
2021-02-02,Furniture,South,4893,9,0.21,726.1
2021-02-02,Furniture,East,3924,10,0.15,449.75
2021-02-02,Furniture,West,5444,12,0.25,751.39
2021-02-02,Sports,North,6824,13,0.04,1333.27
2021-02-02,Sports,South,6009,12,0.06,1370.79
2021-02-02,Sports,East,4986,11,0.19,996.1
2021-02-02,Sports,West,6538,31,0.0,1120.65
2021-02-03,Electronics,North,11879,36,0.21,2919.53
2021-02-03,Electronics,South,12580,52,0.11,1331.39
2021-02-03,Electronics,East,12614,50,0.07,2265.06
2021-02-03,Electronics,West,12350,21,0.25,1345.93
2021-02-03,Clothing,North,8342,23,0.19,2366.5
2021-02-03,Clothing,South,8845,15,0.14,1516.25
2021-02-03,Clothing,East,6805,15,0.09,1574.17
2021-02-03,Clothing,West,8931,30,0.05,2533.26
2021-02-03,Grocery,North,16518,57,0.01,1770.79
2021-02-03,Grocery,South,13855,51,0.22,2168.25
2021-02-03,Grocery,East,13614,36,0.15,2768.27
2021-02-03,Grocery,West,16486,32,0.07,2812.68
2021-02-03,Furniture,North,5416,10,0.12,1080.54
2021-02-03,Furniture,South,5368,19,0.15,736.64
2021-02-03,Furniture,East,4819,17,0.02,548.41
2021-02-03,Furniture,West,5073,8,0.13,922.69
2021-02-03,Sports,North,6830,20,0.17,1736.35
2021-02-03,Sports,South,6194,13,0.04,1704.44
2021-02-03,Sports,East,4631,12,0.01,581.53
2021-02-03,Sports,West,6461,12,0.0,1184.39
2021-02-04,Electronics,North,12486,21,0.06,2008.25
2021-02-04,Electronics,South,12032,37,0.06,1206.75
2021-02-04,Electronics,East,11386,22,0.21,2101.01
2021-02-04,Electronics,West,11442,35,0.08,2774.96
2021-02-04,Clothing,North,8473,24,0.23,2214.32
2021-02-04,Clothing,South,8295,13,0.19,1481.81
2021-02-04,Clothing,East,8201,35,0.14,1983.53
2021-02-04,Clothing,West,9057,33,0.2,1963.15
2021-02-04,Grocery,North,17358,54,0.18,4370.76
2021-02-04,Grocery,South,13196,54,0.13,2662.66
2021-02-04,Grocery,East,14155,26,0.17,3437.76
2021-02-04,Grocery,West,15519,40,0.23,3707.79
2021-02-04,Furniture,North,5793,18,0.2,805.51
2021-02-04,Furniture,South,5168,15,0.08,1528.2
2021-02-04,Furniture,East,4658,9,0.14,1348.11
2021-02-04,Furniture,West,5577,13,0.1,739.55
2021-02-04,Sports,North,6967,19,0.01,1865.76
2021-02-04,Sports,South,6407,31,0.18,1883.99
2021-02-04,Sports,East,4744,9,0.2,992.85
2021-02-04,Sports,West,6120,10,0.01,1229.87
2021-02-05,Electronics,North,13937,51,0.2,2934.32
2021-02-05,Electronics,South,12404,34,0.03,3387.03
2021-02-05,Electronics,East,10386,32,0.22,2435.94
2021-02-05,Electronics,West,11730,22,0.06,2638.95
2021-02-05,Clothing,North,9653,17,0.0,2266.56
2021-02-05,Clothing,South,8167,36,0.14,1286.52
2021-02-05,Clothing,East,6607,14,0.08,1628.89
2021-02-05,Clothing,West,7491,20,0.02,1923.33
2021-02-05,Grocery,North,15792,33,0.08,1757.92
2021-02-05,Grocery,South,12951,37,0.24,2957.32
2021-02-05,Grocery,East,14706,52,0.1,3679.26
2021-02-05,Grocery,West,17575,73,0.07,2728.76
2021-02-05,Furniture,North,5651,24,0.13,767.82
2021-02-05,Furniture,South,4980,8,0.03,899.99
2021-02-05,Furniture,East,4820,13,0.09,865.3
2021-02-05,Furniture,West,5684,18,0.05,1117.52
2021-02-05,Sports,North,6113,13,0.24,1349.31
2021-02-05,Sports,South,5518,23,0.02,1601.79
2021-02-05,Sports,East,5163,11,0.16,1185.95
2021-02-05,Sports,West,6163,20,0.0,1805.78
2021-02-06,Electronics,North,17571,36,0.15,2856.72
2021-02-06,Electronics,South,13622,44,0.15,3721.79
2021-02-06,Electronics,East,14095,50,0.15,3386.01
2021-02-06,Electronics,West,16179,34,0.1,1667.71
2021-02-06,Clothing,North,9652,25,0.24,1735.5
2021-02-06,Clothing,South,10411,19,0.05,2441.3
2021-02-06,Clothing,East,8983,37,0.19,2541.38
2021-02-06,Clothing,West,10353,27,0.06,1934.78
2021-02-06,Grocery,North,23511,51,0.06,5708.72
2021-02-06,Grocery,South,20822,88,0.05,5736.34
2021-02-06,Grocery,East,15816,51,0.06,1779.38
2021-02-06,Grocery,West,18599,48,0.18,4116.82
2021-02-06,Furniture,North,6555,11,0.21,1710.97
2021-02-06,Furniture,South,6369,12,0.23,1330.17
2021-02-06,Furniture,East,5842,11,0.18,1193.46
2021-02-06,Furniture,West,5912,26,0.09,1679.91
2021-02-06,Sports,North,8958,29,0.09,2499.9
2021-02-06,Sports,South,8918,19,0.2,1702.17
2021-02-06,Sports,East,6027,12,0.11,1136.14
2021-02-06,Sports,West,8311,18,0.23,937.49
2021-02-07,Electronics,North,15774,41,0.01,2527.14
2021-02-07,Electronics,South,16031,39,0.01,3177.65
2021-02-07,Electronics,East,12967,28,0.07,1710.33
2021-02-07,Electronics,West,17568,66,0.02,2409.09
2021-02-07,Clothing,North,11695,22,0.17,1427.8
2021-02-07,Clothing,South,10272,32,0.08,1540.71
2021-02-07,Clothing,East,11123,32,0.09,2955.5
2021-02-07,Clothing,West,11545,22,0.08,3264.44
2021-02-07,Grocery,North,20418,59,0.13,5884.96
2021-02-07,Grocery,South,19241,34,0.03,3435.41
2021-02-07,Grocery,East,17111,61,0.21,4027.73
2021-02-07,Grocery,West,24389,45,0.21,6089.23
2021-02-07,Furniture,North,8006,30,0.17,1087.62
2021-02-07,Furniture,South,5684,11,0.06,702.03
2021-02-07,Furniture,East,6064,14,0.04,707.73
2021-02-07,Furniture,West,7044,33,0.04,1959.44
2021-02-07,Sports,North,7781,32,0.06,1586.12
2021-02-07,Sports,South,6744,15,0.06,752.27
2021-02-07,Sports,East,6006,20,0.24,1340.9
2021-02-07,Sports,West,7519,17,0.1,1396.95
2021-02-08,Electronics,North,15175,31,0.04,3035.34
2021-02-08,Electronics,South,12374,33,0.22,2800.04
2021-02-08,Electronics,East,9923,22,0.03,1661.52
2021-02-08,Electronics,West,12686,49,0.17,1791.9
2021-02-08,Clothing,North,9404,33,0.13,1728.97
2021-02-08,Clothing,South,7849,37,0.2,893.29
2021-02-08,Clothing,East,8709,19,0.17,1312.05
2021-02-08,Clothing,West,7652,37,0.18,1584.97
2021-02-08,Grocery,North,16991,31,0.12,2832.84
2021-02-08,Grocery,South,15466,29,0.11,2114.02
2021-02-08,Grocery,East,12635,35,0.2,3542.28
2021-02-08,Grocery,West,15669,55,0.02,4316.34
2021-02-08,Furniture,North,5873,10,0.02,1348.81
2021-02-08,Furniture,South,4101,17,0.09,1069.39
2021-02-08,Furniture,East,3824,13,0.09,667.31
2021-02-08,Furniture,West,5510,24,0.09,1062.59
2021-02-08,Sports,North,7073,14,0.0,1015.21
2021-02-08,Sports,South,6611,14,0.12,668.13
2021-02-08,Sports,East,5658,13,0.02,1433.19
2021-02-08,Sports,West,6636,15,0.2,1661.32
2021-02-09,Electronics,North,13288,51,0.17,2977.77
2021-02-09,Electronics,South,13354,26,0.04,1856.14
2021-02-09,Electronics,East,11056,19,0.19,2426.03
2021-02-09,Electronics,West,13066,28,0.22,2819.14
2021-02-09,Clothing,North,8073,20,0.18,1244.76
2021-02-09,Clothing,South,8254,29,0.08,1224.07
2021-02-09,Clothing,East,6986,12,0.13,961.16
2021-02-09,Clothing,West,7455,32,0.17,1316.25
2021-02-09,Grocery,North,17174,33,0.07,4095.51
2021-02-09,Grocery,South,16236,53,0.23,3690.03
2021-02-09,Grocery,East,12230,44,0.17,1757.98
2021-02-09,Grocery,West,14622,33,0.07,3398.06
2021-02-09,Furniture,North,5743,11,0.05,675.82
2021-02-09,Furniture,South,5250,10,0.09,978.96
2021-02-09,Furniture,East,4625,21,0.17,761.3
2021-02-09,Furniture,West,4592,8,0.22,757.95
2021-02-09,Sports,North,6776,22,0.14,768.75
2021-02-09,Sports,South,6151,25,0.25,1016.93
2021-02-09,Sports,East,5726,10,0.25,849.16
2021-02-09,Sports,West,6608,30,0.1,832.71
2021-02-10,Electronics,North,13158,25,0.14,2138.91
2021-02-10,Electronics,South,11870,25,0.06,1221.14
2021-02-10,Electronics,East,11337,22,0.01,3031.79
2021-02-10,Electronics,West,13939,31,0.14,3135.2
2021-02-10,Clothing,North,8975,20,0.25,2255.83
2021-02-10,Clothing,South,8668,22,0.18,1541.57
2021-02-10,Clothing,East,7487,13,0.23,1260.67
2021-02-10,Clothing,West,7459,18,0.05,2231.18
2021-02-10,Grocery,North,17325,39,0.01,3308.26
2021-02-10,Grocery,South,16062,34,0.17,2804.82
2021-02-10,Grocery,East,15619,32,0.16,2421.85
2021-02-10,Grocery,West,15754,60,0.16,3463.68
2021-02-10,Furniture,North,5747,15,0.17,1537.17
2021-02-10,Furniture,South,4648,17,0.0,1189.05
2021-02-10,Furniture,East,5059,9,0.2,1478.16
2021-02-10,Furniture,West,5608,13,0.12,1011.56
2021-02-10,Sports,North,6727,21,0.23,1457.32
2021-02-10,Sports,South,5447,12,0.09,601.34
2021-02-10,Sports,East,5368,22,0.15,1482.61
2021-02-10,Sports,West,6072,10,0.16,863.72
2021-02-11,Electronics,North,13864,44,0.2,4151.54
2021-02-11,Electronics,South,11227,52,0.22,2520.75
2021-02-11,Electronics,East,10770,19,0.02,1799.19
2021-02-11,Electronics,West,13058,57,0.24,3439.41
2021-02-11,Clothing,North,8655,37,0.05,1262.53
2021-02-11,Clothing,South,7522,19,0.07,904.11
2021-02-11,Clothing,East,7052,11,0.19,2070.13
2021-02-11,Clothing,West,8237,21,0.07,2138.81
2021-02-11,Grocery,North,14911,50,0.03,2255.92
2021-02-11,Grocery,South,13749,40,0.17,1546.94
2021-02-11,Grocery,East,14142,54,0.09,3859.8
2021-02-11,Grocery,West,15047,57,0.02,2962.87
2021-02-11,Furniture,North,5752,11,0.03,1243.24
2021-02-11,Furniture,South,4285,10,0.04,963.27
2021-02-11,Furniture,East,4465,19,0.11,720.17
2021-02-11,Furniture,West,4503,8,0.01,827.3
2021-02-11,Sports,North,7518,17,0.17,1920.17
2021-02-11,Sports,South,5845,10,0.08,1213.45
2021-02-11,Sports,East,5279,18,0.12,1310.93
2021-02-11,Sports,West,6725,16,0.12,1799.92
2021-02-12,Electronics,North,14204,39,0.08,2710.09
2021-02-12,Electronics,South,11648,23,0.03,1622.38
2021-02-12,Electronics,East,12445,31,0.16,1816.54
2021-02-12,Electronics,West,14238,33,0.09,3307.96
2021-02-12,Clothing,North,8952,32,0.07,1286.78
2021-02-12,Clothing,South,7297,26,0.21,1146.66
2021-02-12,Clothing,East,6563,18,0.2,1138.54
2021-02-12,Clothing,West,8548,36,0.14,2299.62
2021-02-12,Grocery,North,15798,33,0.06,2269.25
2021-02-12,Grocery,South,15580,28,0.06,2378.28
2021-02-12,Grocery,East,14077,28,0.04,2698.06
2021-02-12,Grocery,West,17298,50,0.02,3411.62
2021-02-12,Furniture,North,5087,17,0.23,984.91
2021-02-12,Furniture,South,4732,12,0.19,619.41
2021-02-12,Furniture,East,3510,7,0.25,891.15
2021-02-12,Furniture,West,5040,14,0.21,676.07
2021-02-12,Sports,North,6674,14,0.23,1347.95
2021-02-12,Sports,South,4977,12,0.01,532.45
2021-02-12,Sports,East,4499,8,0.04,472.37
2021-02-12,Sports,West,7169,18,0.06,788.04
2021-02-13,Electronics,North,15747,35,0.07,2121.11
2021-02-13,Electronics,South,15395,43,0.2,2746.76
2021-02-13,Electronics,East,12921,25,0.06,3042.62
2021-02-13,Electronics,West,16201,38,0.23,2875.1
2021-02-13,Clothing,North,11086,21,0.06,1873.72
2021-02-13,Clothing,South,11036,52,0.24,2577.72
2021-02-13,Clothing,East,8916,20,0.17,1457.85
2021-02-13,Clothing,West,10680,19,0.24,2958.05
2021-02-13,Grocery,North,19157,61,0.24,1955.1
2021-02-13,Grocery,South,20182,41,0.18,4531.62
2021-02-13,Grocery,East,16059,42,0.07,2708.79
2021-02-13,Grocery,West,19325,36,0.23,2650.36
2021-02-13,Furniture,North,7227,32,0.02,958.0
2021-02-13,Furniture,South,6154,14,0.04,1806.91
2021-02-13,Furniture,East,5663,18,0.12,1315.98
2021-02-13,Furniture,West,4992,9,0.19,1076.17
2021-02-13,Sports,North,7623,21,0.22,2127.68
2021-02-13,Sports,South,8548,15,0.08,2036.23
2021-02-13,Sports,East,6304,23,0.09,1172.49
2021-02-13,Sports,West,7491,14,0.03,1850.17
2021-02-14,Electronics,North,14096,35,0.07,3090.07
2021-02-14,Electronics,South,15324,41,0.04,1889.7
2021-02-14,Electronics,East,14484,42,0.18,3356.41
2021-02-14,Electronics,West,15883,27,0.21,3388.18
2021-02-14,Clothing,North,11644,32,0.08,1189.58
2021-02-14,Clothing,South,10230,19,0.2,1236.71
2021-02-14,Clothing,East,8186,33,0.25,1170.1
2021-02-14,Clothing,West,12525,55,0.15,3103.36
2021-02-14,Grocery,North,20743,50,0.03,2790.03
2021-02-14,Grocery,South,18431,43,0.07,5301.92
2021-02-14,Grocery,East,14299,64,0.01,3408.91
2021-02-14,Grocery,West,18332,47,0.06,4084.26
2021-02-14,Furniture,North,7142,20,0.21,1886.48
2021-02-14,Furniture,South,5476,14,0.09,944.68
2021-02-14,Furniture,East,5362,18,0.02,1036.68
2021-02-14,Furniture,West,7107,18,0.21,1025.17
2021-02-14,Sports,North,9042,17,0.1,1734.48
2021-02-14,Sports,South,7222,22,0.23,893.57
2021-02-14,Sports,East,6852,16,0.01,1336.96
2021-02-14,Sports,West,8158,22,0.04,1886.8
2021-02-15,Electronics,North,13262,27,0.02,2434.02
2021-02-15,Electronics,South,12428,50,0.15,3575.49
2021-02-15,Electronics,East,10293,30,0.14,1859.34
2021-02-15,Electronics,West,12826,24,0.2,2852.07
2021-02-15,Clothing,North,7834,32,0.09,1430.76
2021-02-15,Clothing,South,7545,16,0.16,860.29
2021-02-15,Clothing,East,6507,24,0.21,705.25
2021-02-15,Clothing,West,8134,22,0.04,2243.89
2021-02-15,Grocery,North,14500,36,0.18,4228.54
2021-02-15,Grocery,South,15385,53,0.22,4413.35
2021-02-15,Grocery,East,13743,30,0.1,3442.34
2021-02-15,Grocery,West,16622,40,0.17,3086.57
2021-02-15,Furniture,North,5841,22,0.21,1215.27
2021-02-15,Furniture,South,5221,9,0.11,917.89
2021-02-15,Furniture,East,4433,8,0.12,899.1
2021-02-15,Furniture,West,5380,16,0.14,887.93
2021-02-15,Sports,North,6550,13,0.09,1534.13
2021-02-15,Sports,South,6201,11,0.24,1116.44
2021-02-15,Sports,East,5094,8,0.01,1124.28
2021-02-15,Sports,West,6731,14,0.17,835.17
2021-02-16,Electronics,North,11834,36,0.14,2170.81
2021-02-16,Electronics,South,12549,47,0.04,2304.36
2021-02-16,Electronics,East,11136,47,0.1,1336.87
2021-02-16,Electronics,West,12853,62,0.17,2833.96
2021-02-16,Clothing,North,8459,40,0.21,2494.88
2021-02-16,Clothing,South,7608,29,0.06,2082.17
2021-02-16,Clothing,East,7119,32,0.01,1529.09
2021-02-16,Clothing,West,8897,24,0.01,1927.54
2021-02-16,Grocery,North,16382,37,0.1,4828.76
2021-02-16,Grocery,South,14954,35,0.07,3617.19
2021-02-16,Grocery,East,14011,40,0.14,1542.82
2021-02-16,Grocery,West,15412,41,0.21,4024.53
2021-02-16,Furniture,North,5188,9,0.23,617.75
2021-02-16,Furniture,South,4715,12,0.08,1292.56
2021-02-16,Furniture,East,3453,10,0.1,711.28
2021-02-16,Furniture,West,5092,19,0.14,1329.45
2021-02-16,Sports,North,6279,24,0.07,1081.34
2021-02-16,Sports,South,6218,17,0.17,692.29
2021-02-16,Sports,East,5358,11,0.05,1223.24
2021-02-16,Sports,West,6090,20,0.22,1699.95
2021-02-17,Electronics,North,12141,33,0.06,2846.78
2021-02-17,Electronics,South,11277,21,0.17,2986.94
2021-02-17,Electronics,East,9846,19,0.09,2306.47
2021-02-17,Electronics,West,12266,39,0.02,3661.6
2021-02-17,Clothing,North,9428,17,0.07,1824.66
2021-02-17,Clothing,South,9170,20,0.1,1701.01
2021-02-17,Clothing,East,7610,14,0.05,2183.21
2021-02-17,Clothing,West,7134,14,0.21,1506.97
2021-02-17,Grocery,North,15242,30,0.06,4162.78
2021-02-17,Grocery,South,14187,58,0.03,4196.94
2021-02-17,Grocery,East,14472,43,0.17,3167.17
2021-02-17,Grocery,West,16318,36,0.17,3509.54
2021-02-17,Furniture,North,4771,9,0.06,1137.74
2021-02-17,Furniture,South,4790,16,0.16,1194.7
2021-02-17,Furniture,East,4602,8,0.01,1135.91
2021-02-17,Furniture,West,4835,14,0.12,1381.71
2021-02-17,Sports,North,6379,31,0.02,967.81
2021-02-17,Sports,South,5027,23,0.16,931.4
2021-02-17,Sports,East,4846,15,0.17,1420.17
2021-02-17,Sports,West,6395,29,0.22,1377.33
2021-02-18,Electronics,North,13213,58,0.02,2909.27
2021-02-18,Electronics,South,14753,43,0.23,2674.99
2021-02-18,Electronics,East,11181,35,0.13,2678.59
